air_Pressure_mH2o,air_Temp_float,airtime,batt,dev_id,dist,rssi,snr,wat_Pressure_mH2o,wat_Temp_float,wat_level_mH2o
-1,0,4.94E+08,3.745,fipy_e1,819.1,-26,12,10.00271034,23.29642868,11.00271034
10.26687336,29.81400108,4.94E+08,3.732,fipy_d1,55.4,-28,12.8,10.28440857,24.99254608,0.01753521
-1,0,4.94E+08,3.747,fipy_e1,70.5,-30,13.5,10.00394821,23.36656189,11.00394821
10.26764011,25.71001053,4.94E+08,3.733,fipy_d1,55.5,-28,12.5,10.2846632,24.99682426,0.017023087
-1,0,4.94E+08,3.745,fipy_e1,69.2,-28,8.8,10.00481701,23.41190338,11.00481701
10.2686615,24.9455471,4.94E+08,3.734,fipy_d1,55.5,-25,12.8,10.28530979,24.59854889,0.016648293
-1,0,4.94E+08,3.744,fipy_e1,70.7,-30,12.2,10.00518227,23.29045677,11.00518227
10.268857,24.71173286,4.94E+08,3.731,fipy_d1,55.6,-25,9.2,10.28489971,24.17103195,0.016042709
-1,0,2.14E+09,3.457,puhatu_b3,51.8,-119,-14.5,-1,0,0
-1,0,2.14E+09,3.457,puhatu_b3,51.8,-120,-1.5,-1,0,0
-1,0,4.94E+08,3.744,fipy_e1,69.8,-30,13.5,10.00434875,23.42766762,11.00434875
