air_Pressure_mH2o,air_Temp_float,airtime,batt,dev_id,dist,rssi,snr,wat_Pressure_mH2o,wat_Temp_float,wat_level_mH2o
-1,0,1.97E+09,3.5,fipy_e1,28.80476952,-18,13.2,10.14328289,20.1916523,
-1,0,1.97E+09,3.5,fipy_e1,29.97208023,-19,12,10.14752293,20.24345398,
-1,0,1.97E+09,3.5,fipy_e1,27.94161034,-19,14,10.15424919,20.15110016,
-1,0,1.97E+09,3.5,fipy_e1,25.82092857,-19,10.2,10.15872765,20.06763458,
-1,0,1.97E+09,3.5,fipy_e1,29.78260803,-18,11.5,10.16314602,20.11242104,
-1,0,1.97E+09,3.5,fipy_e1,28.74975204,-18,13.5,10.16759777,20.14922523,
-1,0,1.97E+09,3.5,fipy_e1,26.9868412,-18,14.2,10.17187119,20.12381172,
-1,0,1.97E+09,3.5,fipy_e1,29.98404503,-17,12.5,10.17674351,20.12075615,
-1,0,1.97E+09,3.5,fipy_e1,28.57393265,-17,10.8,10.18067741,20.17797279,
-1,0,1.97E+09,3.5,fipy_e1,28.15731812,-19,12.2,10.18464088,20.16012764,
-1,0,1.97E+09,3.49,fipy_e1,27.77306747,-17,12.8,10.18891621,20.10936737,
-1,0,1.97E+09,3.5,fipy_e1,28.26640701,-18,13.5,10.1921072,20.04909515,
-1,0,1.97E+09,3.49,fipy_e1,29.28556824,-17,10.2,10.1956892,20.06284332,
-1,0,1.97E+09,3.49,fipy_e1,31.96406174,-19,14.5,10.19900703,20.01055336,
-1,0,1.97E+09,3.49,fipy_e1,28.78490829,-19,13.5,10.2025423,19.92408562,
-1,0,1.97E+09,3.49,fipy_e1,29.78166199,-21,12.8,10.20679951,19.91741753,
-1,0,1.97E+09,3.49,fipy_e1,30.03873253,-16,11,10.20792007,19.84904099,
-1,0,1.97E+09,3.49,fipy_e1,29.87882423,-17,11.5,10.20945072,19.84292603,
-1,0,1.97E+09,3.49,fipy_e1,29.73815918,-19,12.5,10.20924187,19.83173561,
-1,0,1.97E+09,3.49,fipy_e1,28.84193993,-18,10.8,10.20854759,19.76311874,
-1,0,1.97E+09,3.49,fipy_e1,28.59925842,-19,13.5,10.2129612,19.77730179,
-1,0,1.97E+09,3.48,fipy_e1,29.98063278,-17,9.5,10.21492195,19.76277161,
-1,0,1.97E+09,3.48,fipy_e1,29.24555969,-21,13.2,10.21599197,19.7170105,
-1,0,1.97E+09,3.48,fipy_e1,27.21866798,-19,12.8,10.21702766,19.75094986,
-1,0,1.97E+09,3.48,fipy_e1,27.95534706,-19,9.5,10.21650219,19.72925186,
-1,0,1.97E+09,3.48,fipy_e1,29.01052475,-19,10.5,10.21761322,19.67499542,
-1,0,1.97E+09,3.48,fipy_e1,27.16426659,-18,12.8,10.21594715,19.70226479,
-1,0,1.97E+09,3.47,fipy_e1,28.9399662,-19,13.8,10.21656322,19.69127464,
-1,0,1.97E+09,3.48,fipy_e1,28.45144081,-19,10.5,10.2186985,19.63178635,
-1,0,1.97E+09,3.48,fipy_e1,29.66225243,-19,13,10.21888351,19.65711594,
-1,0,1.97E+09,3.47,fipy_e1,28.27088928,-17,11,10.21980572,19.6552372,
-1,0,1.97E+09,3.47,fipy_e1,28.4753685,-17,11,10.21874046,19.68230057,
-1,0,1.97E+09,3.09,fipy_e1,30.76554298,-21,13.2,-1,0,
-1,0,1.97E+09,3.09,fipy_e1,28.26916122,-17,9.5,10.21493053,19.68487358,
-1,0,1.97E+09,3.07,fipy_e1,29.19662857,-19,12.8,-10,0,
-1,0,1.97E+09,3.06,fipy_e1,28.03412819,-21,12.8,10.21615505,19.71986389,
-1,0,1.97E+09,3.06,fipy_e1,28.1252861,-17,11.2,-1,0,
-1,0,1.97E+09,3.07,fipy_e1,26.74325562,-18,14,-5,0,
-1,0,1.97E+09,3.06,fipy_e1,29.64288712,-19,13.2,10.21468449,19.90157509,
-1,0,1.97E+09,3.06,fipy_e1,29.50362015,-18,10,-1,0,
-1,0,1.97E+09,3.06,fipy_e1,29.14913559,-18,11,10.21153164,19.84487152,
-1,0,1.97E+09,3.06,fipy_e1,27.15670204,-18,9.5,10.21090508,19.82409096,
-1,0,1.97E+09,3.07,fipy_e1,28.85012245,-18,9,10.21064377,19.85918999,
-1,0,1.97E+09,3.07,fipy_e1,27.79819107,-18,14,10.21034145,19.78397751,
-1,0,1.97E+09,3.13,fipy_e1,26.35337257,-19,13.8,10.21188927,19.74364662,
-1,0,1.97E+09,3.13,fipy_e1,29.53375816,-18,10.5,10.21013737,19.75206184,
-1,0,1.97E+09,3.46,fipy_e1,28.53186607,-19,12.8,10.21300411,19.74670792,
-1,0,1.97E+09,3.45,fipy_e1,29.40370178,-21,12.5,10.21170235,19.72716522,
-1,0,1.97E+09,3.45,fipy_e1,28.29403687,-18,12.2,10.21104527,19.76311874,
-1,0,1.97E+09,3.45,fipy_e1,28.30263138,-18,12.8,10.20746231,19.72542572,
-1,0,1.97E+09,3.45,fipy_e1,30.02310753,-17,11.2,10.20697498,19.64779091,
-1,0,1.97E+09,3.45,fipy_e1,26.79597092,-18,10.5,10.20634365,19.68647385,
-1,0,1.97E+09,3.45,fipy_e1,29.4296875,-17,13.8,10.20362091,19.6654644,
-1,0,1.97E+09,3.45,fipy_e1,30.06389809,-18,12.5,10.2026329,19.62656784,
-1,0,1.97E+09,3.45,fipy_e1,29.96332169,-17,11,10.20321274,19.70699501,
-1,0,1.97E+09,3.45,fipy_e1,28.44592857,-18,11,10.19925404,19.73724937,
-1,0,1.97E+09,3.45,fipy_e1,27.99263954,-18,12.2,10.19867992,19.69503212,
-1,0,1.97E+09,3.45,fipy_e1,29.5663662,-19,12,10.19577122,19.67861366,
-1,0,1.97E+09,3.45,fipy_e1,28.49432755,-19,13.8,10.19515228,19.67965698,
-1,0,1.97E+09,3.45,fipy_e1,31.65341187,-19,13,-1,0,
-1,0,1.97E+09,3.45,fipy_e1,28.54218674,-19,13.2,10.19639492,19.61362267,
-1,0,1.97E+09,3.44,fipy_e1,28.61587143,-17,10,-10,0,
-1,0,1.97E+09,3.44,fipy_e1,28.38071632,-21,13,10.20602036,19.597826,
-1,0,1.97E+09,3.45,fipy_e1,29.57216263,-17,8.8,10.21030712,19.60033035,
-1,0,1.97E+09,3.44,fipy_e1,31.86883163,-19,13,-1,0,
-1,0,1.97E+09,3.44,fipy_e1,28.53766441,-19,11,10.21458626,19.59365082,
-1,0,1.97E+09,3.44,fipy_e1,28.57204056,-18,10.8,-1,0,
-1,0,1.97E+09,3.44,fipy_e1,30.59963036,-21,12.2,10.21997452,19.5415802,
-1,0,1.97E+09,3.44,fipy_e1,27.19379044,-17,11.8,10.22151756,19.58091164,
-1,0,1.97E+09,3.44,fipy_e1,28.12368393,-18,13,10.22400093,19.59030914,
-1,0,1.97E+09,3.44,fipy_e1,27.72286034,-17,9.2,10.22750473,19.54610443,
-1,0,1.97E+09,3.44,fipy_e1,29.58379745,-19,11.8,10.23180485,19.60332489,
-1,0,1.97E+09,3.44,fipy_e1,31.35530472,-16,13,10.23457432,19.60798645,
-1,0,1.97E+09,3.44,fipy_e1,28.68548584,-17,10.2,10.23740864,19.55118561,
-1,0,1.97E+09,3.44,fipy_e1,29.32146263,-17,9.5,10.24114513,19.5868988,
-1,0,1.97E+09,3.44,fipy_e1,28.95966148,-18,11,10.24672127,19.60081863,
-1,0,1.97E+09,3.44,fipy_e1,28.28861046,-19,11.8,10.2517004,19.57255745,
-1,0,1.97E+09,3.42,fipy_e1,29.32294273,-18,10.8,10.25566196,19.90518951,
-1,0,1.97E+09,3.07,fipy_e1,29.98067284,-19,12.8,10.25410175,19.96603966,
-1,0,1.97E+09,3.07,fipy_e1,28.53803444,-19,13.2,10.25735378,19.93492317,
-1,0,1.97E+09,3.04,fipy_e1,29.62384987,-19,10.5,10.26015663,19.87260056,
-1,0,1.97E+09,3.04,fipy_e1,29.40028763,-18,12.8,10.26429081,19.86182976,
-1,0,1.97E+09,3.03,fipy_e1,28.29703903,-19,14,-1,0,
-1,0,1.97E+09,3.03,fipy_e1,31.05386734,-18,12.5,10.26833916,19.88969421,
-1,0,1.97E+09,3.02,fipy_e1,39.43009949,-17,10,10.27098942,21.95444107,
-1,0,1.97E+09,3.01,fipy_e1,28.84946632,-15,10.2,-10,0,
-1,0,1.97E+09,3.02,fipy_e1,30.69465256,-15,13,10.27571392,20.36025238,
-1,0,1.97E+09,3.02,fipy_e1,28.13861084,-16,9.2,10.27789307,20.34421158,
-1,0,1.97E+09,3.03,fipy_e1,27.87006569,-16,9.5,10.2795248,20.23449707,
-1,0,1.97E+09,3.02,fipy_e1,30.38412857,-18,14.5,10.27888107,20.14540672,
-1,0,1.97E+09,3.02,fipy_e1,29.10435867,-14,13,10.27980423,20.18748665,
-1,0,1.97E+09,3.07,fipy_e1,28.82393265,-13,10.5,10.28226662,20.11749077,
-1,0,1.97E+09,3.42,fipy_e1,27.13297653,-13,10.8,10.28755856,20.01861,
-1,0,1.97E+09,3.42,fipy_e1,28.52327347,-14,13,10.28848457,20.06520462,
-1,0,1.97E+09,3.42,fipy_e1,29.71364975,-16,12.8,-1,0,
-1,0,1.97E+09,3.42,fipy_e1,28.22812462,-15,9.2,10.29364491,20.03235817,
-1,0,1.97E+09,3.42,fipy_e1,28.60917091,-15,13,10.29449081,19.93138123,
-1,0,1.97E+09,3.42,fipy_e1,28.18478775,-14,11,10.29419613,20.03353882,
-1,0,1.97E+09,3.42,fipy_e1,29.42125893,-17,10.8,10.29416275,20.14415741,
-1,0,1.97E+09,3.42,fipy_e1,29.99506569,-17,10.2,10.29184914,20.05020523,
-1,0,1.97E+09,3.42,fipy_e1,29.13297653,-14,10.2,10.29152679,19.90762138,
-1,0,1.97E+09,3.42,fipy_e1,28.71159744,-16,13.8,10.29075909,19.95645714,
-1,0,1.97E+09,3.42,fipy_e1,29.38277245,-16,11.8,10.29230404,20.02499962,
-1,0,1.97E+09,3.42,fipy_e1,26.60867691,-14,13,10.29153538,19.9159565,
-1,0,1.97E+09,3.41,fipy_e1,29.33330727,-16,13,10.29155731,19.89414215,
-1,0,1.97E+09,3.42,fipy_e1,28.51899719,-17,11,10.289958,19.86898613,
-1,0,1.97E+09,3.41,fipy_e1,29.29227066,-15,13,10.2899704,19.77869415,
-1,0,1.97E+09,3.41,fipy_e1,29.56529617,-16,9,10.2855444,19.7350235,
-1,0,1.97E+09,3.41,fipy_e1,28.04490089,-14,13,10.28220463,19.60325432,
-1,0,1.97E+09,3.42,fipy_e1,28.32508278,-14,12.8,10.29032898,19.90873146,
-1,0,1.97E+09,3.41,fipy_e1,27.38490868,-16,12.8,10.29110813,19.73377228,
-1,0,1.97E+09,3.41,fipy_e1,28.06097794,-16,9.2,10.28653049,19.73933601,
-1,0,1.97E+09,3.41,fipy_e1,27.1884861,-16,9.5,10.28292847,19.68647385,
-1,0,1.97E+09,3.41,fipy_e1,30.0805912,-15,12.2,10.27982521,19.58543587,
-1,0,1.97E+09,3.41,fipy_e1,30.0805912,-15,12.2,10.27982521,19.58543587,
-1,0,1.97E+09,3.42,fipy_e1,28.49855995,-16,12.2,10.29056644,19.94791222,
-1,0,1.97E+09,3.41,fipy_e1,29.39798546,-16,10,10.29081917,19.84098053,
-1,0,1.97E+09,3.41,fipy_e1,30.0395565,-16,13.2,10.28767776,19.67791748,
-1,0,1.97E+09,3.41,fipy_e1,31.08799362,-14,13,10.28270054,19.69280434,
-1,0,1.97E+09,3.41,fipy_e1,29.05147934,-15,12.8,10.2809267,19.67763901,
-1,0,1.97E+09,3.41,fipy_e1,30.48877525,-13,13.5,10.29197025,19.84104919,
-1,0,1.97E+09,3.41,fipy_e1,26.53811646,-16,12.5,10.28823853,19.77799797,
-1,0,1.97E+09,3.41,fipy_e1,26.81928444,-17,12.5,10.28578663,19.62816811,
-1,0,1.97E+09,3.41,fipy_e1,27.29198265,-15,12.8,10.28125858,19.69718742,
-1,0,1.97E+09,3.41,fipy_e1,30.03314209,-16,9.2,10.27990723,19.72348022,
-1,0,1.97E+09,3.41,fipy_e1,30.21291161,-13,10.5,10.28081512,19.86224747,
-1,0,1.97E+09,3.4,fipy_e1,27.78523827,-13,14.2,10.28130627,19.79169464,
-1,0,1.97E+09,3.04,fipy_e1,29.87944031,-17,11.5,-1,0,
-1,0,1.97E+09,3.02,fipy_e1,29.40522194,-14,12.2,10.27536106,19.85696411,
-1,0,1.97E+09,3,fipy_e1,28.53507423,-16,12.2,10.27568817,19.8453598,
-1,0,1.97E+09,2.99,fipy_e1,28.50986862,-16,12.2,-1,0,
-1,0,1.97E+09,2.99,fipy_e1,28.46262169,-16,13.5,10.27424908,19.88941574,
-1,0,1.97E+09,2.99,fipy_e1,30.10464859,-13,11.2,-1,0,
-1,0,1.97E+09,2.99,fipy_e1,28.75012207,-16,13,10.27039528,20.04166412,
-1,0,1.97E+09,2.99,fipy_e1,29.81657028,-16,12.5,10.26956367,20.01319313,
-1,0,1.97E+09,2.99,fipy_e1,29.47582054,-13,13,10.27048397,19.98465157,
-1,0,1.97E+09,2.99,fipy_e1,27.39531326,-16,9,10.27230358,19.96735954,
-1,0,1.97E+09,3.4,fipy_e1,29.24679184,-15,13,10.27747154,19.99875069,
-1,0,1.97E+09,3.04,fipy_e1,28.93096352,-16,12.2,10.27363586,19.87802124,
-1,0,1.97E+09,3.39,fipy_e1,28.7121315,-17,10.8,10.27982426,19.88274574,
-1,0,1.97E+09,3.4,fipy_e1,31.76319885,-16,12.5,10.27788639,19.94235611,
-1,0,1.97E+09,3.4,fipy_e1,27.14342117,-13,13.2,10.2754488,19.87711716,
-1,0,1.97E+09,3.39,fipy_e1,30.05402756,-15,12.2,10.27459717,19.79788208,
-1,0,1.97E+09,3.4,fipy_e1,29.17483521,-15,14,10.27643394,19.92950439,
-1,0,1.97E+09,3.39,fipy_e1,28.5237236,-13,10.8,-1,0,
-1,0,1.97E+09,3.39,fipy_e1,28.59407997,-15,9.5,10.27702999,19.81644249,
-1,0,1.97E+09,3.39,fipy_e1,28.05041122,-15,13.2,10.27701378,19.89907455,
-1,0,1.97E+09,3.39,fipy_e1,28.34305191,-15,10,10.27611351,19.95083046,
-1,0,1.97E+09,3.39,fipy_e1,27.97664452,-14,11.8,10.27479267,19.92290497,
-1,0,1.97E+09,3.39,fipy_e1,28.0649662,-13,10.8,10.2727623,19.83840752,
-1,0,1.97E+09,3.39,fipy_e1,29.46689987,-16,13.5,10.27135086,19.93770218,
-1,0,1.97E+09,3.39,fipy_e1,29.15337181,-13,12.8,10.27342224,19.96152496,
-1,0,1.97E+09,3.39,fipy_e1,29.67355919,-17,12,-10,0,
-1,0,1.97E+09,3.39,fipy_e1,28.54703903,-15,12,10.27152634,19.88038254,
-1,0,1.97E+09,3.39,fipy_e1,27.38832092,-15,9.8,10.27174282,19.96722031,
-1,0,1.97E+09,3.39,fipy_e1,28.27421951,-16,11,10.27251148,19.93860435,
-1,0,1.97E+09,3.39,fipy_e1,27.86706543,-18,13.5,10.27520084,19.86898613,
-1,0,1.97E+09,3.39,fipy_e1,28.73137283,-17,12,10.27415085,19.91908264,
-1,0,1.97E+09,3.39,fipy_e1,26.64675331,-15,11.8,-2,0,
-1,0,1.97E+09,3.39,fipy_e1,29.01755714,-15,9.2,10.27294731,19.89643478,
-1,0,1.97E+09,3.39,fipy_e1,28.26402283,-15,12.2,-1,0,
-1,0,1.97E+09,3.39,fipy_e1,28.02355957,-13,9,10.2662735,19.95770645,
-1,0,1.97E+09,3.39,fipy_e1,29.4599514,-15,11.5,10.26841164,19.91665268,
-1,0,1.97E+09,3.39,fipy_e1,27.4916935,-14,13.8,10.26725101,19.86516571,
-1,0,1.97E+09,3.39,fipy_e1,29.85176659,-17,12.5,-1,0,
-1,0,1.97E+09,3.39,fipy_e1,28.91685867,-15,12.2,10.26457977,19.95034218,
-1,0,1.97E+09,3.39,fipy_e1,28.93972206,-16,11,10.26056862,19.88135719,
-1,0,1.97E+09,3.39,fipy_e1,30.26114273,-13,9.8,10.25833702,19.93909073,
-1,0,1.97E+09,3.39,fipy_e1,30.76916122,-15,11.5,10.25659657,19.96645737,
-1,0,1.97E+09,3.39,fipy_e1,27.52787781,-17,12.5,10.25583649,19.92776871,
-1,0,1.97E+09,3.39,fipy_e1,30.52816391,-15,9.8,10.2543726,19.90685654,
-1,0,1.97E+09,3.39,fipy_e1,27.68490982,-14,12.8,10.25347424,20.0077076,
-1,0,1.97E+09,3.39,fipy_e1,29.66467857,-14,12.8,10.25384521,20.01013756,
-1,0,1.97E+09,3.39,fipy_e1,30.1223259,-16,8.8,10.2543869,20.06492615,
-1,0,1.97E+09,3.38,fipy_e1,26.82582092,-14,10.2,10.25292301,19.97402763,
-1,0,1.97E+09,3.37,fipy_e1,27.92298508,-13,10.2,10.2534914,20.05478668,
-1,0,1.97E+09,3.38,fipy_e1,28.08277321,-13,13.8,-1,0,
-1,0,1.97E+09,3.34,fipy_e1,27.96393967,-15,12.5,-1,0,
-1,0,1.97E+09,3.37,fipy_e1,28.54329872,-15,13.5,10.25073528,20.04930115,
-1,0,1.97E+09,3.06,fipy_e1,28.75818253,-16,13.2,10.24960232,20.06791115,
-1,0,1.97E+09,3.38,fipy_e1,28.45008278,-15,14,10.25416374,20.03860855,
-1,0,1.97E+09,3.38,fipy_e1,29.23182678,-16,12.2,-1,0,
-1,0,1.97E+09,3.38,fipy_e1,28.39198303,-15,9.5,10.25629139,20.11846352,
-1,0,1.97E+09,3.01,fipy_e1,27.98663712,-13,13.5,10.24955177,20.06895447,
-1,0,1.97E+09,3,fipy_e1,27.92047691,-15,11.2,10.24974728,20.08207703,
-1,0,1.97E+09,3.01,fipy_e1,27.68737793,-12,9.5,-1,0,
-1,0,1.97E+09,3.38,fipy_e1,27.39411926,-15,12.8,-1,0,
-1,0,1.97E+09,3.38,fipy_e1,28.79263878,-14,12.8,-10,0,
-1,0,1.97E+09,3.38,fipy_e1,29.9287014,-13,10.8,-10,0,
-1,0,1.97E+09,3.38,fipy_e1,29.42302513,-17,10.2,-1,0,
-1,0,1.97E+09,3.38,fipy_e1,28.53104591,-16,9.5,10.25758171,20.52482414,
-1,0,1.97E+09,3.38,fipy_e1,28.01998329,-18,11,10.25562,20.46718788,
-1,0,1.97E+09,3.38,fipy_e1,29.65361977,-14,13.2,10.25565815,20.39406776,
-1,0,1.97E+09,3.38,fipy_e1,39.12055969,-14,13.5,10.25438404,20.46170235,
-1,0,1.97E+09,3.38,fipy_e1,25.18729401,-14,13,10.2551403,20.58086205,
-1,0,1.97E+09,3.38,fipy_e1,26.05563354,-15,12.5,10.25285149,20.46024323,
-1,0,1.97E+09,3.38,fipy_e1,23.42265701,-16,11.8,10.25334167,20.33921051,
-1,0,1.97E+09,3.38,fipy_e1,24.76768112,-15,12.8,10.25199223,20.29164505,
-1,0,1.97E+09,3.38,fipy_e1,25.39004898,-13,10.2,10.24986172,20.22262383,
-1,0,1.97E+09,3.38,fipy_e1,23.94852066,-13,9.2,10.2481432,20.15568352,
-1,0,1.97E+09,3.37,fipy_e1,25.60427475,-15,12,10.24399376,20.20949745,
-1,0,1.97E+09,3.37,fipy_e1,24.87409592,-17,12.8,10.24149609,20.27234077,
-1,0,1.97E+09,3.37,fipy_e1,25.81940842,-12,10.2,10.23822117,20.23887253,
-1,0,1.97E+09,3.37,fipy_e1,23.1738472,-13,9,10.23441219,20.15242004,
-1,0,1.97E+09,3.37,fipy_e1,24.95423508,-83,-16.8,10.23184299,20.18012619,
-1,0,1.97E+09,3.37,fipy_e1,25.15065765,-14,13.2,10.22912216,20.20734596,
-1,0,1.97E+09,3.37,fipy_e1,24.70049286,-12,9.2,10.22722244,20.14443398,
-1,0,1.97E+09,3.37,fipy_e1,24.56212997,-85,-15.2,10.22446156,20.07305145,
-1,0,1.97E+09,3.37,fipy_e1,26.28022194,-17,11.8,10.21966362,20.16165543,
-1,0,1.97E+09,3.37,fipy_e1,24.19449043,-83,-17,10.2220192,20.15221024,
-1,0,1.97E+09,3.37,fipy_e1,24.76763916,-15,9,10.22529602,20.09943771,
-1,0,1.97E+09,3.37,fipy_e1,25.30633163,-85,-16.5,10.23431873,20.06777382,
-1,0,1.97E+09,3.37,fipy_e1,25.3842926,-15,12.2,10.2384901,20.17297363,
-1,0,1.97E+09,3.37,fipy_e1,25.63605881,-16,12.8,10.24388218,20.12623978,
-1,0,1.97E+09,3.37,fipy_e1,24.98836327,-85,-17.2,10.24958038,20.05756378,
-1,0,1.97E+09,3.37,fipy_e1,25.22557449,-89,-17.5,10.2481823,20.09707642,
-1,0,1.97E+09,3.37,fipy_e1,25.69342041,-14,10.8,10.25012875,20.09790993,
-1,0,1.97E+09,3.37,fipy_e1,26.23733521,-16,9.5,10.25452518,20.01319313,
-1,0,1.97E+09,3.37,fipy_e1,24.53947258,-14,13.5,10.25775528,20.07110596,
-1,0,1.97E+09,3.37,fipy_e1,24.1155014,-83,-17.5,10.2598772,20.09353447,
-1,0,1.97E+09,3.34,fipy_e1,22.86636543,-17,11,10.26364708,20.03534508,
-1,0,1.97E+09,2.99,fipy_e1,24.31953049,-15,9.8,10.2594223,20.18061066,
-1,0,1.97E+09,2.98,fipy_e1,24.99962997,-16,13.2,-1,0,
-1,0,1.97E+09,2.96,fipy_e1,23.58943367,-14,13.8,10.26518345,20.18304253,
-1,0,1.97E+09,2.95,fipy_e1,24.79021454,-17,12,10.26854515,20.24338531,
-1,0,1.97E+09,2.96,fipy_e1,24.34136581,-14,13.5,-1,0,
-1,0,1.97E+09,2.94,fipy_e1,24.45201492,-14,13.5,10.27199364,20.17269516,
-1,0,1.97E+09,2.93,fipy_e1,25.98264694,-14,13,10.27234077,20.30733871,
-1,0,1.97E+09,2.94,fipy_e1,23.51591301,-17,14.2,10.27512264,20.2926178,
-1,0,1.97E+09,2.94,fipy_e1,25.67047691,-16,12.2,10.27623177,20.28657532,
-1,0,1.97E+09,2.94,fipy_e1,24.9536171,-17,14.5,10.27809715,20.22359467,
-1,0,1.97E+09,2.95,fipy_e1,24.54823112,-13,9.5,10.27876663,20.15908623,
-1,0,1.97E+09,2.96,fipy_e1,25.12277985,-15,13.5,10.27583885,20.2476902,
-1,0,1.97E+09,2.96,fipy_e1,25.05456352,-16,8.2,10.27423,20.19984627,
-1,0,1.97E+09,2.95,fipy_e1,24.72232628,-12,10.2,10.27707672,20.18804169,
-1,0,1.97E+09,3.27,fipy_e1,26.24391556,-15,9.2,10.28470135,20.17109871,
-1,0,1.97E+09,3.35,fipy_e1,23.77524757,-17,10.8,10.28365612,20.1279068,
-1,0,1.97E+09,3.35,fipy_e1,25.87681007,-13,12.8,10.2845068,20.09242439,
-1,0,1.97E+09,3.35,fipy_e1,27.10773087,-16,12,10.2846632,19.98076439,
-1,0,1.97E+09,3.35,fipy_e1,25.34597015,-85,-17.2,10.28399086,20.08457756,
-1,0,1.97E+09,3.35,fipy_e1,25.0285759,-16,9.8,10.2834425,20.24574661,
-1,0,1.97E+09,3.35,fipy_e1,23.27261543,-85,-15.5,10.28209591,20.26762009,
-1,0,1.97E+09,3.35,fipy_e1,23.90291977,-89,-15,10.28125477,20.28282738,
-1,0,1.97E+09,3.35,fipy_e1,24.0151329,-16,11.2,10.28045559,20.27338219,
-1,0,1.97E+09,3.35,fipy_e1,25.00472832,-15,9.8,10.27987862,20.27942467,
-1,0,1.97E+09,3.35,fipy_e1,24.09506607,-89,-17.2,10.27740288,20.3407402,
-1,0,1.97E+09,3.35,fipy_e1,26.42606735,-89,-15,10.27602577,20.29782677,
-1,0,1.97E+09,3.34,fipy_e1,23.85797691,-15,12.8,10.27433395,20.22081757,
-1,0,1.97E+09,3.34,fipy_e1,26.2872963,-16,13.5,10.27257633,20.13360023,
-1,0,1.97E+09,3.34,fipy_e1,25.23935127,-15,13,10.27044392,20.03402519,
-1,0,1.97E+09,3.34,fipy_e1,26.01706505,-17,8.5,10.27041435,19.91123199,
-1,0,1.97E+09,3.34,fipy_e1,25.11776352,-89,-17,-10,0,
-1,0,1.97E+09,3.34,fipy_e1,24.29909515,-89,-17.2,10.27101326,19.8998394,
-1,0,1.97E+09,3.34,fipy_e1,24.80135727,-16,13,10.2657299,19.72535706,
-1,0,1.97E+09,3.34,fipy_e1,24.62672806,-16,12,10.26494884,19.80532074,
-1,0,1.97E+09,3.34,fipy_e1,24.92286301,-15,9.8,10.26575565,19.74545479,
-1,0,1.97E+09,3.33,fipy_e1,24.53766441,-85,-15.8,10.26421452,19.69524002,
-1,0,1.97E+09,3.34,fipy_e1,27.11550331,-89,-17.2,10.26505089,19.75811195,
-1,0,1.97E+09,3.33,fipy_e1,23.93363571,-17,10.5,10.26230145,19.75936317,
-1,0,1.97E+09,3.33,fipy_e1,22.8120079,-85,-17,10.2600565,19.68473625,
-1,0,1.97E+09,3.33,fipy_e1,23.49432564,-14,13.8,-1,0,
-1,0,1.97E+09,3.33,fipy_e1,24.79531288,-12,8.2,10.26271057,19.71339417,
-1,0,1.97E+09,3.33,fipy_e1,24.96484375,-89,-17,10.26358414,19.65175819,
-1,0,1.97E+09,3.33,fipy_e1,24.13129044,-15,12.8,10.26301479,19.6443119,
-1,0,1.97E+09,3.33,fipy_e1,25.92528725,-83,-16,-2,0,
-1,0,1.97E+09,3.33,fipy_e1,27.03848648,-18,13.5,10.26421833,19.66337776,
-1,0,1.97E+09,3.33,fipy_e1,24.97076416,-89,-16,10.2652483,19.69141388,
-1,0,1.97E+09,3.33,fipy_e1,22.36188316,-13,12.2,10.2660799,19.77876282,
-1,0,1.97E+09,3.32,fipy_e1,25.06500816,-89,-17.8,10.26720524,19.78237915,
-1,0,1.97E+09,3.29,fipy_e1,24.14958954,-14,12.8,10.26650906,19.71819305,
-1,0,1.97E+09,2.91,fipy_e1,24.74564171,-16,12.8,10.25697613,19.75143623,
-1,0,1.97E+09,2.92,fipy_e1,25.20592117,-16,12.8,10.25879383,19.88802719,
-1,0,1.97E+09,2.92,fipy_e1,22.03828049,-15,9.5,10.25938988,19.8207531,
-1,0,1.97E+09,2.91,fipy_e1,23.87824821,-13,12.2,10.258008,19.86016273,
-1,0,1.97E+09,2.91,fipy_e1,27.07286072,-15,12.2,10.25376606,19.86620903,
-1,0,1.97E+09,2.9,fipy_e1,25.15789413,-15,12.8,10.25185585,19.89094543,
-1,0,1.97E+09,2.9,fipy_e1,26.40995216,-16,13.2,10.24953175,19.90560722,
-1,0,1.97E+09,3.31,fipy_e1,24.63248253,-13,9.5,10.26101685,19.86224747,
-1,0,1.97E+09,3.3,fipy_e1,24.82393074,-15,9.2,10.26093769,20.07270241,
-1,0,1.97E+09,3.3,fipy_e1,25.9348259,-14,9.8,10.25987625,19.96076202,
-1,0,1.97E+09,3.3,fipy_e1,27.31464005,-13,11,10.26042843,19.86287117,
-1,0,1.97E+09,3.3,fipy_e1,25.02800179,-17,13.8,10.26053905,19.94471741,
-1,0,1.97E+09,3.3,fipy_e1,24.62870026,-14,12.8,10.26147556,20.04520416,
-1,0,1.97E+09,3.3,fipy_e1,23.46792793,-14,12.8,10.26173687,20.13089371,
-1,0,1.97E+09,3.3,fipy_e1,24.65374184,-15,10.2,10.26224995,20.09409142,
-1,0,1.97E+09,3.3,fipy_e1,24.68301773,-89,-15.2,10.26084423,19.9824295,
-1,0,1.97E+09,3.3,fipy_e1,24.87520599,-18,13,10.26004696,19.95416451,
-1,0,1.97E+09,3.3,fipy_e1,27.40954018,-85,-14.5,10.25852013,20.02763748,
-1,0,1.97E+09,3.3,fipy_e1,25.69029617,-16,11,10.25899315,19.98812675,
-1,0,1.97E+09,3.29,fipy_e1,24.43741798,-17,11.8,10.25836563,19.96847153,
-1,0,1.97E+09,3.29,fipy_e1,25.17865944,-89,-15.5,10.25904751,19.94819069,
